category,title,description,resource,region,statusWord,message
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,ap-northeast-3,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,ca-central-1,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-central-1,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-west-1,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-west-2,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-west-3,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-north-1,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,eu-south-1,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,ap-northeast-1,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,ap-northeast-2,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,ap-southeast-1,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,ap-southeast-2,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,sa-east-1,OK,No App Mesh meshes found
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,me-south-1,OK,Region is not enabled
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,me-central-1,UNKNOWN,Unable to query for App Mesh meshes: Inaccessible host: `appmesh.me-central-1.amazonaws.com' at port `undefined'. This service may not be available in the `me-central-1' region.
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,ap-southeast-3,OK,Region is not enabled
App Mesh,App Mesh Restrict External Traffic,Ensure that Amazon App Mesh virtual nodes have egress only access to other defined resources available within the service mesh.,N/A,il-central-1,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,us-east-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,us-east-2,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,us-west-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,us-west-2,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,af-south-1,UNKNOWN,Unable to list App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,ap-east-1,OK,Region is not enabled
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,ap-south-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,ap-northeast-3,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,ca-central-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,eu-central-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,eu-west-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,eu-west-2,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,eu-west-3,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,eu-north-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,eu-south-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,ap-northeast-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,ap-northeast-2,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,ap-southeast-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,ap-southeast-2,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,sa-east-1,OK,No App Mesh meshes found
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,me-south-1,OK,Region is not enabled
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,me-central-1,UNKNOWN,Unable to list App Mesh meshes: Inaccessible host: `appmesh.me-central-1.amazonaws.com' at port `undefined'. This service may not be available in the `me-central-1' region.
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,ap-southeast-3,OK,Region is not enabled
App Mesh,App Mesh TLS Required,Ensure that AWS App Mesh virtual gateway listeners only accepts TLS enabled connections.,N/A,il-central-1,UNKNOWN,Unable to list App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,us-east-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,us-east-2,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,us-west-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,us-west-2,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,af-south-1,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,ap-east-1,OK,Region is not enabled
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,ap-south-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,ap-northeast-3,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,ca-central-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,eu-central-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,eu-west-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,eu-west-2,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,eu-west-3,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,eu-north-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,eu-south-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,ap-northeast-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,ap-northeast-2,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,ap-southeast-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,ap-southeast-2,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,sa-east-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,me-south-1,OK,Region is not enabled
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,me-central-1,UNKNOWN,Unable to query for App Mesh meshes: Inaccessible host: `appmesh.me-central-1.amazonaws.com' at port `undefined'. This service may not be available in the `me-central-1' region.
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,ap-southeast-3,OK,Region is not enabled
App Mesh,App Mesh VG Health Check Policies,Ensure that Amazon App Mesh virtual gateways use health check policies to monitor the availability of virtual nodes.,N/A,il-central-1,UNKNOWN,Unable to query for App Mesh meshes: The security token included in the request is invalid.
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,us-east-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,us-east-2,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,us-west-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,us-west-2,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,af-south-1,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ap-east-1,OK,Region is not enabled
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ap-south-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ap-northeast-3,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ca-central-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,eu-central-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,eu-west-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,eu-west-2,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,eu-west-3,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,eu-north-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,eu-south-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ap-northeast-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ap-northeast-2,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ap-southeast-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ap-southeast-2,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,sa-east-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,me-south-1,OK,Region is not enabled
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,me-central-1,OK,No auto scaling groups found
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ap-southeast-3,OK,Region is not enabled
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ap-south-2,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,ap-southeast-4,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,eu-south-2,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,eu-central-2,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,ASG Multiple AZ,Ensures that ASGs are created to be cross-AZ for high availability.,N/A,il-central-1,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,us-east-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,us-east-2,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,us-west-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,us-west-2,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,af-south-1,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ap-east-1,OK,Region is not enabled
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ap-south-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ap-northeast-3,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ca-central-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,eu-central-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,eu-west-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,eu-west-2,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,eu-west-3,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,eu-north-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,eu-south-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ap-northeast-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ap-northeast-2,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ap-southeast-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ap-southeast-2,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,sa-east-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,me-south-1,OK,Region is not enabled
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,me-central-1,OK,No auto scaling groups found
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ap-southeast-3,OK,Region is not enabled
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ap-south-2,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,ap-southeast-4,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,eu-south-2,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,eu-central-2,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Notifications Active,Ensures auto scaling groups have notifications active.,N/A,il-central-1,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,us-east-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,us-east-2,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,us-west-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,us-west-2,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,af-south-1,UNKNOWN,Unable to query for Auto Scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ap-east-1,OK,Region is not enabled
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ap-south-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ap-northeast-3,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ca-central-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,eu-central-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,eu-west-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,eu-west-2,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,eu-west-3,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,eu-north-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,eu-south-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ap-northeast-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ap-northeast-2,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ap-southeast-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ap-southeast-2,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,sa-east-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,me-south-1,OK,Region is not enabled
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,me-central-1,OK,No Auto Scaling groups found
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ap-southeast-3,OK,Region is not enabled
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ap-south-2,UNKNOWN,Unable to query for Auto Scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,ap-southeast-4,UNKNOWN,Unable to query for Auto Scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,eu-south-2,UNKNOWN,Unable to query for Auto Scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,eu-central-2,UNKNOWN,Unable to query for Auto Scaling groups: The security token included in the request is invalid.
AutoScaling,Auto Scaling Group Cooldown Period,Ensure that your AWS Auto Scaling Groups are configured to use a cool down period.,N/A,il-central-1,UNKNOWN,Unable to query for Auto Scaling groups: The security token included in the request is invalid.
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,us-east-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,us-east-2,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,us-west-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,us-west-2,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,af-south-1,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ap-east-1,OK,Region is not enabled
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ap-south-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ap-northeast-3,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ca-central-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,eu-central-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,eu-west-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,eu-west-2,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,eu-west-3,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,eu-north-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,eu-south-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ap-northeast-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ap-northeast-2,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ap-southeast-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ap-southeast-2,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,sa-east-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,me-south-1,OK,Region is not enabled
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,me-central-1,OK,No auto scaling groups found
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ap-southeast-3,OK,Region is not enabled
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ap-south-2,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,ap-southeast-4,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,eu-south-2,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
AutoScaling,Empty AutoScaling Group,Ensures all autoscaling groups contain at least 1 instance.,N/A,eu-central-2,UNKNOWN,Unable to query for auto scaling groups: The security token included in the request is invalid.
